"","SEnd.1A.02.WMS","SEnd.1B.05.WMS","SEnd.1C.04.WMS","SEnd.1C.06.WMS","SEnd.1D.07.WMS","SEnd.2C.04.WMS","SEnd.2C.06.WMS","SEnd.2D.05.WMS","SEnd.2D.07.WMS","SEnd.2D.09.WMS","SSt1.1A.COR","SSt1.1A.GEL","SSt1.WMS","SSt2.1B.COR","SSt2.1B.GEL","SSt2.WMS","SSt3.1C.COR","SSt3.1C.GEL","SSt3.WMS","SSt4.1D.COR","SSt4.1D.GEL","SSt4.WMS","SSt5.2C.COR","SSt5.2C.GEL","SSt5.WMS","SSt6.2D.COR","SSt6.2D.GEL","SSt6.WMS"
"ASV938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00882538348392519,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV585",0.0153846153846154,0,0,0,0,0,0.00701016473887136,0,0,0,0,0,0,0,0,0.00199878334926566,0,0,0,0,0,0,0,0,0,0,0,0
"ASV721",0,0,0,0,0,0,0,0,0,0,0,0,0.00278093793452155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439588688946015,0,0,0,0,0,0,0,0,0,0
"ASV259",0,0,0,0,0,0.0359445519019987,0,0.00320646870207723,0,0.0125763564498742,0.0236171535114978,0.0654761904761905,0.00379218809252939,0.0152611705475142,0,0,0.0407514450867052,0,0,0.0345380096136728,0.00340632603406326,0,0.013640730067243,0.0378280735309744,0,0.0212990299451708,0.0158189827793352,0
"ASV1035",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00409062303335431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV587",0,0,0,0,0,0,0,0,0,0,0.0135177128651336,0,0,0,0,0,0,0.00539845758354756,0,0,0,0,0.0205571565802113,0.0129635532887047,0,0.00843525938422606,0,0
"ASV161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670603121045972,0,0
"ASV836",0,0,0.00486720981906677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV18",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00959723096286973,0,0,0,0,0,0.035072102545843,0,0,0,0,0,0.0352172079291438,0,0
"ASV207",0,0,0,0,0,0,0,0,0,0,0,0.0246362433862434,0,0,0,0,0,0,0,0,0,0,0,0.0400595048347678,0,0,0,0
"ASV143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064745437079731,0,0,0,0,0
"ASV1103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008110300081103,0,0,0,0,0,0,0
"ASV139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265895953757225,0,0,0,0.00437956204379562,0,0,0.0130698119222187,0,0,0,0
"ASV533",0,0,0.0140725849116496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163573085846868,0,0,0
"ASV294",0.045978021978022,0,0,0,0,0,0,0,0.0236262994464696,0,0,0,0.0139046896726078,0,0,0.0350221604240897,0,0,0,0,0,0,0,0,0.0321345707656613,0,0,0.0364595545134818
"ASV80",0,0,0,0,0.0176159718144451,0,0.0196284612688398,0.0238393977415307,0.0122856757121642,0,0,0,0,0,0,0.0123403145911184,0,0,0.0312137237198504,0,0,0.0178455125700143,0,0,0.00556844547563805,0,0,0.0194607268464244
"ASV350",0,0,0,0,0.0240751614797416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV903",0,0,0.00253941381864353,0,0,0,0,0,0,0,0,0,0,0.0078665827564506,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV478",0,0,0,0,0,0,0,0,0,0,0,0.0132275132275132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV758",0,0,0,0,0,0,0,0,0,0,0,0.00628306878306878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV918",0,0,0,0,0,0,0,0,0,0,0.00714729645742697,0,0,0,0,0,0,0,0,0,0,0,0.00422670509125841,0,0,0,0,0
"ASV637",0.00615384615384615,0,0.0114273621838959,0,0,0,0,0,0,0,0,0,0.0256604727594489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049535065612236,0,0,0,0,0,0,0,0,0,0,0,0
"ASV644",0,0,0,0,0,0.0169245647969052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV608",0,0,0,0,0,0,0,0,0,0,0,0.00760582010582011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV149",0,0,0,0,0,0,0,0.0443329150982852,0,0,0,0,0.0154215649096195,0,0,0.00790822977318154,0,0,0.0179285437895008,0,0,0,0,0,0.0281902552204176,0,0,0
"ASV665",0,0,0,0,0,0,0,0,0,0,0,0.00248015873015873,0,0.00645059786028949,0,0,0,0.0057840616966581,0,0.0067651771408225,0.00794809407948094,0,0,0,0,0,0.0200240288346015,0
"ASV65",0,0,0,0,0,0,0,0,0,0,0.0158483530142946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341628005061156,0,0
"ASV47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780205655526992,0,0,0.0056772100567721,0,0,0.0129635532887047,0,0,0,0
"ASV999",0,0,0,0,0,0,0,0,0,0.00341358246496586,0,0,0.00240171912526861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV336",0.00527472527472527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV881",0,0,0,0,0,0,0,0,0,0,0,0.00446428571428571,0,0,0,0,0,0.00488431876606684,0,0,0,0,0,0,0,0,0,0
"ASV510",0,0,0,0,0,0.0238555770470664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV621",0,0,0,0,0,0,0,0,0.0151208316457405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV345",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325676526117055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV747",0,0,0,0,0,0,0,0,0,0,0.012119328775637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325648039598802,0,0,0,0,0,0
"ASV578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250300360432519,0
"ASV663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00537944284341979,0,0,0,0,0
"ASV672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00851655514034935,0,0,0,0,0,0,0,0,0,0,0,0
"ASV744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101896040242487,0,0,0,0,0,0,0,0,0
"ASV853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077120822622108,0,0,0,0.00586166471277843,0,0,0,0,0,0
"ASV556",0.00764835164835165,0,0,0.0135036875454451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV15",0,0,0,0,0,0,0,0,0,0,0,0.00768849206349206,0,0,0.00609371716747216,0,0,0,0,0.00373865052519138,0,0,0.0207492795389049,0,0,0,0,0
"ASV526",0,0.0224323729931823,0,0,0,0,0,0,0,0,0,0,0.00922765769182151,0,0,0,0,0,0.00670708112988521,0,0,0,0,0,0.00614849187935035,0,0,0
"ASV841",0,0,0,0,0,0,0,0,0,0,0,0.00777116402116402,0,0.0066079295154185,0,0,0,0,0,0,0.00762368207623682,0,0,0.0121134842205929,0,0,0,0
"ASV765",0,0,0,0,0,0,0,0,0,0,0,0,0.00366578182277841,0,0,0,0,0.0089974293059126,0,0,0,0,0,0,0,0,0,0
"ASV241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195419205715486,0,0,0,0,0,0,0,0,0.027627244713633,0,0,0,0
"ASV598",0.0105494505494505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV815",0,0,0,0,0,0,0,0,0.00904549750236263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV828",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00440528634361234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153179190751445,0,0,0.00605305323126224,0,0,0,0,0,0,0,0
"ASV141",0,0,0.0120622156385568,0.00997195387971331,0,0,0.0322467577988083,0,0.0209261509383016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318775900541919,0,0,0,0
"ASV386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082063305978898,0,0,0,0,0,0
"ASV972",0,0.00406861667033209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00302652661563112,0,0,0,0,0,0,0,0
"ASV910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00778588807785888,0,0,0,0,0,0,0
"ASV370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147089724732087,0,0,0,0,0,0.0321167883211679,0,0,0,0,0,0,0
"ASV92",0,0,0,0,0,0.0651192778852353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142741281427413,0,0,0,0,0,0,0
"ASV412",0,0,0,0,0,0,0,0,0,0,0,0.0152116402116402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00800961153384061,0
"ASV72",0,0,0,0,0,0,0,0,0,0.0053898670499461,0,0.00396825396825397,0,0,0.0932969111157806,0,0,0.00629820051413882,0,0,0.0167072181670722,0,0,0,0,0,0.00700841009211053,0
"ASV206",0.0253186813186813,0,0,0,0.00516735173223723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00268972142170989,0,0,0,0,0
"ASV73",0,0,0,0,0,0.0119277885235332,0,0,0,0.0274883219547251,0,0,0,0,0,0,0,0,0.0114794273184574,0,0,0.0183665494333724,0,0,0.030046403712297,0.0221425558835934,0,0.0276670574443142
"ASV616",0,0,0,0,0,0,0,0,0,0,0.00435052827843381,0,0.00139046896726078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129930394431555,0,0,0
"ASV568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252302763315979,0
"ASV402",0,0,0,0,0,0.0146679561573179,0,0,0,0,0,0.0105820105820106,0,0,0,0,0,0,0,0,0,0.00651296079197603,0,0,0,0,0,0
"ASV9",0,0,0.00571368109194794,0.00488210242027631,0,0,0,0.0453087968771783,0,0.0134746676248653,0,0,0.0190873467323979,0,0,0.00912488050751716,0,0,0.0508190377918225,0,0,0,0,0,0.00997679814385151,0.0303669337832138,0,0.0161781946072685
"ASV49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682316522636399,0,0,0,0,0,0,0,0,0
"ASV300",0,0,0,0.0131920639867041,0.0263065179095713,0,0,0.0111529346159208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00764751890153819,0,0,0,0,0,0,0,0,0.0216937354988399,0,0,0
"ASV1050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00485027414592999,0,0
"ASV1081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00340408490188226,0
"ASV676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00999039385206532,0,0,0,0,0
"ASV175",0,0,0.0128028780023278,0,0,0,0,0,0,0,0,0,0.00290734420427253,0,0,0.00703919353437038,0.103034682080925,0,0,0,0,0,0,0,0,0,0,0
"ASV219",0,0,0,0.0159966760153734,0,0,0,0,0,0,0,0,0,0,0,0.0245068219344747,0,0,0.00593318715335999,0,0,0.0247492510095089,0,0,0.0233178654292343,0,0,0.0199296600234467
"ASV364",0,0,0,0,0,0.0122501611863314,0,0.013104698173707,0,0,0,0.0164517195767196,0,0,0,0,0,0,0,0,0.0186536901865369,0.0106812556988407,0,0,0,0.0128637705609447,0.0148177813376051,0
"ASV107",0,0,0,0,0,0,0,0,0.0256514108275955,0,0,0,0,0,0,0.0328495698270618,0,0,0.0481104088739843,0,0,0.0149798098215449,0,0,0,0,0,0.0175849941383353
"ASV572",0,0,0,0,0,0,0,0,0,0,0,0,0.00442421944128429,0.00251730648206419,0,0,0,0,0,0,0,0,0,0,0,0,0.0252302763315979,0
"ASV534",0,0,0,0,0,0.0225660863958736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV88",0,0,0,0,0,0,0.0108657553452506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV321",0,0,0.0228547243677918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1111",0,0,0.000211617818220294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248795102253484,0,0,0,0,0,0
"ASV331",0,0,0,0,0,0,0,0,0,0,0,0.035135582010582,0,0,0,0,0,0.0169665809768638,0,0,0,0.0278754721896574,0,0,0,0,0,0
"ASV1078",0,0,0,0,0,0,0,0,0,0,0,0.00140542328042328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV974",0,0,0,0,0.00164415736934821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00600162206001622,0,0,0,0,0,0,0
"ASV468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191216642151713,0,0.0104046242774566,0,0,0,0.0235198702351987,0,0,0,0,0,0,0
"ASV42",0,0,0,0,0,0,0,0,0,0,0,0.0237268518518519,0,0,0,0,0,0.0266066838046272,0,0,0,0,0,0.0695994049516523,0,0,0,0
"ASV729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121387283236994,0,0,0,0,0,0,0,0,0,0,0
"ASV1007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00403803569102514,0,0,0,0,0,0
"ASV674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120202446225221,0,0
"ASV190",0,0,0.0489895249179981,0.0310584813545237,0,0,0.0830704521556257,0,0.0055353044417443,0,0,0,0.006193907217798,0,0,0,0,0,0.0109634980007739,0,0,0.00859710824540836,0,0,0,0,0,0
"ASV762",0,0,0,0,0,0,0,0,0,0,0.00994406463642014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV306",0.00931868131868132,0,0,0.023060143346837,0,0,0.0147213459516299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188946015424165,0,0,0.0168694241686942,0,0,0,0,0,0,0
"ASV312",0,0,0,0,0,0,0,0,0,0,0,0.0181878306878307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV834",0,0,0,0,0,0,0,0,0,0,0.00978868862647607,0,0,0,0,0,0,0,0,0,0,0,0.0113352545629203,0,0,0,0,0
"ASV501",0,0,0,0,0,0,0,0,0,0,0.00543816034804226,0,0,0.0195091252359975,0,0,0.0216763005780347,0,0,0.0210076553320278,0,0,0,0,0,0,0,0
"ASV714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00743810434597811,0,0,0,0
"ASV790",0,0,0,0,0,0,0,0.00641293740415447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017230510611473,0,0,0,0,0,0,0,0,0.0120072255870789,0,0,0,0
"ASV460",0,0,0,0.00830996156642775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00665044606650446,0,0,0,0,0,0,0
"ASV477",0,0,0,0,0.00669406928948914,0,0.00192779530318963,0.0223058692318416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138051044083527,0,0,0.00539273153575616
"ASV631",0,0.0115460743347262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV195",0,0,0,0,0.0495596007046389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039209435766656,0,0,0,0
"ASV1041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00361271676300578,0,0,0,0,0,0,0,0,0,0,0
"ASV24",0.04,0.0295799428194414,0.0228547243677918,0,0,0,0.0327725201542236,0.00599470235605744,0.0155258539219657,0,0,0,0,0,0,0.0184235682627966,0,0,0.00451438152973043,0,0,0.00924840432460597,0,0,0,0,0,0
"ASV62",0.0346373626373626,0.042005718055861,0,0.00976420484055261,0.0454492072812683,0,0.0464423413950228,0,0,0,0,0,0.0305903172797371,0,0,0.0137307725732163,0,0,0,0,0,0.0465025400547089,0,0,0.0348027842227378,0,0,0
"ASV359",0.00421978021978022,0.0193534198372553,0.000423235636440588,0,0.00563711098062243,0,0,0,0,0,0,0,0.0343825053722665,0,0,0.0110367602329017,0,0,0.0122533212949826,0,0,0.00872736746124788,0,0,0.0129930394431555,0,0,0.00715123094958968
"ASV916",0,0,0,0,0,0,0,0,0,0.00826446280991736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV602",0,0,0,0,0,0,0,0,0,0.00664750269493353,0,0,0,0.0147891755821271,0,0,0,0,0,0,0.00356853203568532,0,0,0,0,0,0,0
"ASV782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153943483762126,0,0
"ASV232",0.0234725274725275,0,0,0,0,0,0,0,0.00891049007695423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040048057669203,0
"ASV317",0,0,0,0,0,0,0,0,0,0,0.033716594157862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228538283062645,0,0,0
"ASV416",0,0,0,0.00633634569440116,0,0,0,0,0,0,0,0,0.018708127923145,0,0,0.00417137394629356,0,0,0,0,0,0,0,0,0,0,0,0
"ASV369",0,0,0,0,0.0111567821491486,0,0,0,0,0,0,0,0.025028441410694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV106",0,0,0,0,0,0,0,0,0,0,0.0282784338098198,0,0,0.0719005663939585,0,0,0.0397398843930636,0,0,0,0,0,0.0122958693563881,0,0,0.0430198228595529,0.0202242691229475,0
"ASV606",0,0,0,0,0,0,0,0,0,0,0,0.00851521164021164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV179",0,0.00934682208049263,0,0,0,0,0,0,0,0,0,0.0130621693121693,0.0102389078498294,0,0.0084051271275478,0.00312853045972017,0,0.00308483290488432,0,0,0.010705596107056,0,0.0186359269932757,0.0109446392519392,0,0,0.0512615138165799,0
"ASV160",0,0.0257312513745327,0,0,0,0.0243391360412637,0,0.0365258608671407,0.0363169974348589,0,0,0.0207506613756614,0,0,0.0170203824332843,0,0.0338150289017341,0.0523136246786632,0.0109634980007739,0,0.0515815085158151,0,0,0,0,0,0.0198237885462555,0
"ASV235",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158904971680302,0,0,0,0,0,0.0329357308171622,0,0,0,0,0,0,0,0
"ASV842",0,0,0,0,0.00516735173223723,0,0,0,0,0,0,0,0.00303375047402351,0,0,0,0,0,0.00451438152973043,0,0,0,0,0,0.00719257540603248,0,0,0.00527549824150059
"ASV570",0,0,0.0133319225478785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV121",0,0.0278205410160545,0.0643318167389694,0,0.0239577216676453,0,0,0.0500487940889447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV751",0,0,0,0,0,0,0,0,0,0,0,0.00636574074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV522",0.00553846153846154,0,0,0.0150618053391503,0,0,0,0,0.00229512623194276,0,0,0,0,0,0,0.00782132614930043,0,0,0,0,0,0,0,0,0,0,0,0
"ASV925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000911814510876645,0,0,0,0,0,0
